1130306,卢龙县,604,1,0,0
1130307,青龙满族自治县,604,1,0,0
1130308,经济技术开发区,604,1,1,1
1130401,丛台区,607,1,1,1
1130402,邯山区,607,1,1,1
1130403,复兴区,607,1,1,1
1130404,峰峰矿区,607,1,1,1
1130405,武安市,607,1,1,1
1130406,邯郸县,607,1,1,1
1130407,临漳县,607,1,1,1
1130408,成安县,607,1,1,1
1130409,大名县,607,1,1,1
1130410,涉县,607,1,1,1
1130411,磁县,607,1,1,1
1130412,肥乡县,607,1,1,1
1130413,永年县,607,1,1,1
1130414,邱县,607,1,1,1
1130415,鸡泽县,607,1,1,1
1130416,广平县,607,1,1,1
1130417,馆陶县,607,1,1,1
1130418,魏县,607,1,1,1
1130419,曲周县,607,1,1,1
1130420,高开区,607,1,1,1
1130501,桥东区,606,1,1,1
1130502,桥西区,606,1,1,1
1130503,南宫市,606,1,0,0
1130504,沙河市,606,1,1,1
1130505,邢台县,606,1,0,0
1130506,临城县,606,1,0,0
1130507,内丘县,606,1,0,0
1130508,柏乡县,606,1,0,0
1130509,隆尧县,606,1,0,0
1130510,任县,606,1,0,0
1130511,南和县,606,1,0,0
1130512,宁晋县,606,1,1,1
1130513,巨鹿县,606,1,0,0
1130514,新河县,606,1,0,0
1130515,广宗县,606,1,0,0
1130516,平乡县,606,1,0,0
1130517,威县,606,1,0,0
1130518,清河县,606,1,0,0
1130519,临西县,606,1,0,0
1130601,新市区,608,1,1,1
1130602,北市区,608,1,1,1
1130603,南市区,608,1,1,1
1130604,定州市,608,1,1,1
1130606,安国市,608,1,0,0
1130607,高碑店市,608,1,1,1
1130608,满城县,608,1,1,1
1130609,清苑县,608,1,1,1
1130610,易县,608,1,1,1
1130611,徐水县,608,1,1,1
1130612,涞源县,608,1,0,0
1130613,定兴县,608,1,1,1
1130614,顺平县,608,1,0,0
1130615,唐县,608,1,0,0
1130616,望都县,608,1,0,0
1130617,涞水县,608,1,1,1
1130618,高阳县,608,1,1,1
1130619,安新县,608,1,0,0
1130620,雄县,608,1,1,1
1130621,容城县,608,1,0,0
1130622,曲阳县,608,1,0,0
1130623,阜平县,608,1,0,0
1130624,博野县,608,1,0,0
1130625,蠡县,608,1,0,0
1130701,桥西区,602,1,1,1
1130702,桥东区,602,1,1,1
1130703,宣化区,602,1,0,0
1130704,下花园区,602,1,0,0
1130705,宣化县,602,1,0,0
1130706,张北县,602,1,0,0
1130707,康保县,602,1,0,0
1130708,沽源县,602,1,0,0
1130709,尚义县,602,1,0,0
1130710,蔚县,602,1,0,0
1130711,阳原县,602,1,0,0
1130712,怀安县,602,1,0,0
1130713,万全县,602,1,0,0
1130714,怀来县,602,1,0,0
1130715,涿鹿县,602,1,0,0
1130716,赤城县,602,1,0,0
1130717,崇礼县,602,1,0,0
1130718,高新区,602,1,1,1
1130801,双桥区,603,1,1,1
1130802,双滦区,603,1,1,1
